duration,sample_duration,total_sample,class
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
0.9288435374149661,4.5351473922902495e-05,20481,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
0.9288435374149661,4.5351473922902495e-05,20481,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
0.810702947845805,4.5351473922902495e-05,17876,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
1.0,4.5351473922902495e-05,22050,down
