duration,sample_duration,total_sample,class
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
0.9752834467120182,4.5351473922902495e-05,21505,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
0.64,4.5351473922902495e-05,14112,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
0.9387301587301587,4.5351473922902495e-05,20699,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
1.0,4.5351473922902495e-05,22050,five
