duration,sample_duration,total_sample,class
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
0.9752834467120182,4.5351473922902495e-05,21505,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
0.8359637188208617,4.5351473922902495e-05,18433,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
0.98140589569161,4.5351473922902495e-05,21640,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
0.5546938775510204,4.5351473922902495e-05,12231,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
0.8533786848072562,4.5351473922902495e-05,18817,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
0.9387301587301587,4.5351473922902495e-05,20699,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
1.0,4.5351473922902495e-05,22050,two
